日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2025/08/01,消耗品費,"7,920",paypay,"7,920",日用品　業務品運搬用具　株式会社アーバンリサーチ
2025/08/01,荷造運賃,"1,566",にゃんPay,"1,566",送料　器返却十牛庵　ヤマト運輸
2025/08/01,消耗品費,"1,463",現金,"1,463",事務用品　封筒とテープカッター　MDaysイオンモール北大路店
2025/08/01,消耗品費,"249",現金,"249",日用品掃除用品パイプクリーナー無印良品イオンモール北大路
2025/08/05,消耗品費,"369",UAセゾンクレジットカード,"369",日用品洗浄スポンジAmazon
2025/08/06,水道光熱費,"625",UAセゾンクレジットカード,"625","ガス代 20%8月分9㎥2,461円+664=3,125円"
2025/08/07,通信費,"3,470",UAセゾンクレジットカード,"3,470","ドコモ 80%2025年7月利用分4,338円"
2025/08/11,消耗品費,"600",UAセゾンクレジットカード,"600",taxnote Apple
2025/08/11,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/08/12,旅費交通費,"3,100",UAセゾンクレジットカード,"3,100",電車代pitapa2025年6月利用分SBI引き落とし
2025/08/13,消耗品費,"5,006",UAセゾンクレジットカード,"5,006",日用品ブリタ浄水カートリッジ　Amazon
2025/08/14,消耗品費,"3,630",楽天クレジットカード,"3,630",事務用品2026年スケジュール帳和気文具楽天市場店
2025/08/14,通信費,"2,442",UAセゾンクレジットカード,"2,442","NTT西日本40%2025年7月利用分6,105円"
2025/08/18,美術館・お寺観覧代・器など(取材・研究費),"1,300",UAセゾンクレジットカード,"1,300",映画「国宝」8/20鑑賞チケット代MOVIX京都
2025/08/20,美術館・お寺観覧代・器など(取材・研究費),"1,100",UAセゾンクレジットカード,"1,100",映画「六つの顔」鑑賞代　アップリンク
2025/08/22,接待交際費,"2,484",現金,"2,484",土産代エフスタイルへごま　祇園むら田
2025/08/22,水道光熱費,"3,466",UAセゾンクレジットカード,"3,466","電気代40%8月分304kwh 8,664円"
2025/08/24,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年9月分10万円篠原さんへゆうちょダイレクトより振込
2025/08/27,金継仕事材料代・教室運営消耗品費,"27,994",UAセゾンクレジットカード,"27,994",漆以外の材料や道具類　金丸粉1号1g 鹿田喜造漆店
2025/08/28,金継仕事材料代・教室運営消耗品費,"293",UAセゾンクレジットカード,"293",漆以外の材料や道具類　食器洗浄剤　Amazon
2025/08/30,消耗品費,"990",普通預金(引き落とし),"990","Apple One ファミリーアカウント　50% 1,980円"
2025/08/30,旅費交通費,"1,050",現金,"1,050",バス券代　トーカイイオンモール北大路店
2025/09/03,接待交際費,"8,700",UAセゾンクレジットカード,"8,700","贈答品・お中元　関美穂子と佐藤博光氏にLe petit bleuの菓子支払い20,700円のうち8,700円"
2025/09/03,漆教室代(研究費),"17,500",現金,"17,500",加藤小兵衞商店2025年9月分漆教室受講代
2025/09/03,接待交際費,"18,513",UAセゾンクレジットカード,"18,513",贈答品・謝礼品・手土産として文具等　Nintendo KYOTO
2025/09/04,消耗品費,"248",UAセゾンクレジットカード,"248",日用品　食器漂白剤泡ハイターAmazon
2025/09/04,消耗品費,"513",UAセゾンクレジットカード,"513",日用品流せるトイレブラシ　ヨドバシドットコム
2025/09/04,水道光熱費,"581",UAセゾンクレジットカード,"581","ガス代 20%9月分8㎥2,241円+664円=2,905円"
2025/09/05,接待交際費,"6,225",UAセゾンクレジットカード,"6,225",贈答品・謝礼　makaさんへお酒等仁井田本家
2025/09/05,消耗品費,"1,500",現金,"1,500",日用品液体石鹸HELP洛北スクエア店
2025/09/06,金継仕事材料代・教室運営消耗品費,"110",現金,"110",漆以外の材料や道具類メラミンスポンジ　キャンドゥイオンモール北大路店
2025/09/07,消耗品費,"300",UAセゾンクレジットカード,"300",日用品トイレクリーナー　無印良品イオンモール北大路店
2025/09/09,荷造運賃,"1,285",にゃんPay,"1,285",送料 研野さんに器発送　ヤマト運輸
2025/09/09,通信費,"3,435",UAセゾンクレジットカード,"3,435","ドコモ 80%2025年8月利用分4,294円"
2025/09/10,旅費交通費,"700",普通預金(引き落とし),"700",電車代pitapa2025年7月利用分住信SBIネット銀行より引落
2025/09/16,水道光熱費,"2,011",UAセゾンクレジットカード,"2,011","水道代 20%2025年3期7/15〜9/16使用分40㎥10,054円京都市上下水道局"
2025/09/16,損害保険料,"1,250",UAセゾンクレジットカード,"1,250","自転車保険50%TSマーク2,500円コンズサイクル 洛北阪急スクエア店"
2025/09/16,消耗品費,"600",UAセゾンクレジットカード,"600",taxnote Apple
2025/09/16,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/09/17,通信費,"2,386",UAセゾンクレジットカード,"2,386","NTT西日本40%2025年8月利用分5,964円"
2025/09/20,水道光熱費,"2,293",UAセゾンクレジットカード,"2,293","電気代40%9月分210kwh5,733円"
2025/09/23,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年10月分ゆうちょダイレクトより篠原さんへ10万振込
2025/09/26,振込,"102,000",自宅金継仕事,"102,000",日本料理　研野さん(ライスミーティング)三井住友銀行に振込有
2025/09/29,旅費交通費,"1,185",UAセゾンクレジットカード,"1,185",タクシー代自宅から好日居Uber
2025/09/29,金継仕事材料代・教室運営消耗品費,"1,227",現金,"1,227",漆以外の材料や道具類　接着剤　セブンイレブン京都平安神宮前店
2025/09/29,接待交際費,"2,650",現金,"2,650",会食　好日居横山氏と　12OG BANH MI KYOTO
2025/09/29,現金,"21,000",好日居教室,"21,000","昼5夜7 1,750円×12名＝21,000円"
2025/09/30,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント50%1,980円Apple"
2025/09/30,現金,"17,500",好日居教室,"17,500","昼5夜5 1,750円×10名＝17,500円"
2025/10/01,旅費交通費,"1,235",UAセゾンクレジットカード,"1,235",タクシー代好日居から自宅Uber
2025/10/01,会議費(打合せ),"3,230",現金,"3,230",好日居金継会晴美さんに支払い
2025/10/01,現金,"19,250",好日居教室,"19,250","昼7夜4 1,750円×11名＝19,250円"
2025/10/02,荷造運賃,"1,847",にゃんPay,"1,847",送料新潟出張荷物ヤマト運輸
2025/10/03,消耗品費,"5,240",UAセゾンクレジットカード,"5,240",日用品　電池類　ヨドバシ ドットコム
2025/10/05,現金,"3,300",金継ぎ材料・道具等販売,"3,300",牧野千賀子さんスズ蒔きセット
2025/10/05,現金,"30,000",エフスタイル教室,"30,000","昼4夜6 3,000円×10名30,000円"
2025/10/06,接待交際費,"10,000",現金,"10,000",会食エフスタイルとmountain grocery 
2025/10/06,現金,"36,000",エフスタイル教室,"36,000","昼7夜5 3,000円×12名＝36,000円"
2025/10/06,接待交際費,"10,000",現金,"10,000",会食　エフスタイルと新潟mountain &grocery
2025/10/06,金継仕事材料代・教室運営消耗品費,"3,476",現金,"3,476",漆以外の材料や道具類 エターナル　マツモトキヨシ甲信越販売
2025/10/07,荷造運賃,"2,090",現金,"2,090",送料　新潟出張荷物京都へ　エフスタイル
2025/10/07,美術館・お寺観覧代・器など(取材・研究費),"37,000",現金,"37,000",食器など(研究費)志賀の漆器と津田氏のガラス器　エフスタイル
2025/10/07,消耗品費,"4,500",現金,"4,500",ステインプルーフバケット　エフスタイル
2025/10/07,接待交際費,"4,500",現金,"4,500",贈答品　木山歩美さんへ　エフスタイル
2025/10/08,水道光熱費,"731",UAセゾンクレジットカード,"731","ガス代 20%10月分12㎡2,992円+664円＝3,656円"
2025/10/09,通信費,"3,435",UAセゾンクレジットカード,"3,435","ドコモ 80%2025年9月利用分4,294円"
2025/10/10,旅費交通費,"2,040",普通預金(引き落とし),"2,040",電車代pitapa2025年8月利用分住信SBIネット銀行より引落
2025/10/10,金継仕事材料代・教室運営消耗品費,"450",UAセゾンクレジットカード,"450",漆以外の材料や道具類　油性ペン　無印良品イオンモール北大路店
2025/10/10,旅費交通費,"1,260",現金,"1,260",バス券代　トーカイイオンモール北大路店
2025/10/12,新聞図書費 ,"2,530",楽天クレジットカード,"2,530",本「サムアルトマン」楽天ブックス
2025/10/12,新聞図書費 ,"2,530",楽天クレジットカード,"2,530",書籍「サムアルトマン」楽天
2025/10/14,通信費,"2,382",UAセゾンクレジットカード,"2,382","NTT西日本40%2025年9月利用分5,955円"
2025/10/15,消耗品費,"600",UAセゾンクレジットカード,"600",ソフトウェア taxnote apple
2025/10/15,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)apple
2025/10/16,消耗品費,"590",UAセゾンクレジットカード,"590",事務用品整理用収納ケース無印良品イオンモール北大路店
2025/10/19,消耗品費,"2,529",UAセゾンクレジットカード,"2,529",日用品掃除用品　無印良品イオンモール北大路店
2025/10/20,現金,"17,500",好日居教室,"17,500","昼4夜6 1,750円×10名＝17,500円"
2025/10/20,旅費交通費,"1,300",UAセゾンクレジットカード,"1,300",タクシー代Uber自宅から好日居
2025/10/20,会議費(打合せ),"1,300",現金,"1,300",好日居教室ランチミーティングバインミー晴美さん立替
2025/10/21,現金,"17,500",好日居教室,"17,500","昼5夜5 1,750円×10名＝17,500円"
2025/10/21,水道光熱費,"1,822",UAセゾンクレジットカード,"1,822","電気代40%2025年10月分168kwh4,554円"
2025/10/22,現金,"19,250",好日居教室,"19,250","昼6夜5 1,750円×11名＝19,250円"
2025/10/23,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年11月分10万円ゆうちょ銀行より篠原さんへ振込
2025/10/26,消耗品費,"48,400",現金,"48,400",椅子　柿谷朔郎
2025/10/28,接待交際費,"6,500",現金,"6,500",土産代山形土産お茶等　つたや旅館
2025/10/28,接待交際費,"1,687",現金,"1,687",土産代福島土産　菓子　NewDays福島21号
2025/10/29,接待交際費,"3,411",普通預金(振込など),"3,411",贈答品・謝礼　コーヒードリップバッグ　十三夜にゆうちょダイレクトより振込より
2025/10/30,消耗品費,"1,330",現金,"1,330",事務用品　折り紙等　千貫森公園飯野UFO物産館
2025/10/30,接待交際費,"1,200",現金,"1,200",土産代　燻製卵　千貫森公園飯野UFO物産館
2025/10/30,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント50%1,980円 "
2025/10/31,接待交際費,"14,500",普通預金(振込など),"14,500",贈答品・謝礼　桑原洋子さんへ菓子　三井住友ダイレクトより龜末廣に振込
2025/11/02,消耗品費,"220",現金,"220",事務用品　ポストカード　えふと仙台空港店
2025/11/03,旅費交通費,"1,260",現金,"1,260",バス券代　トーカイイオンモール北大路店
2025/11/04,接待交際費,"3,758",UAセゾンクレジットカード,"3,758",土産代　カカオサンドクッキー　坂の途中
2025/11/05,金継仕事材料代・教室運営消耗品費,"305",現金,"305",漆以外の材料や道具類　アルミホイル　イズミヤ阪急洛北スクエア
2025/11/05,消耗品費,"330",現金,"330",事務用品　定規カッター等
2025/11/05,水道光熱費,"710",UAセゾンクレジットカード,"710","ガス代 20%2025年11分11㎥2,887円+消化器、警報器リース代664円＝3,551円"
2025/11/06,金継仕事材料代・教室運営消耗品費,"1,498",UAセゾンクレジットカード,"1,498",漆以外の材料や道具類　ガラスビーカー　Amazon
2025/11/06,金継仕事材料代・教室運営消耗品費,"387",UAセゾンクレジットカード,"387",漆以外の材料や道具類 ピペット　Amazon
2025/11/06,荷造運賃,"1,847",にゃんPay,"1,847",送料　新潟出張荷物　ヤマト運輸
2025/11/06,水道光熱費,"2,656",現金,"2,656","灯油代40% 50ℓ6,639円青山石油"
2025/11/07,通信費,"3,446",UAセゾンクレジットカード,"3,446","ドコモ 80%2025年10月利用分4,307円"
2025/11/09,現金,"101,000",自宅金継仕事,"101,000",緒方さん三井住友銀行へ振込みあり
2025/11/09,現金,"39,000",エフスタイル教室,"39,000","昼5夜8 3,000円×13名＝39,000円"
2025/11/10,旅費交通費,"4,860",普通預金(引き落とし),"4,860",電車代pitapa引落2025年9月利用分住信SBIネット銀行
2025/11/10,現金,"3,400",金継ぎ材料・道具等販売,"3,400",野上綾子さんスズ蒔きセット
2025/11/10,現金,"1,100",金継ぎ材料・道具等販売,"1,100",高橋静香さん　サビ10g
2025/11/10,現金,"27,000",エフスタイル教室,"27,000","昼4夜5 3,000円×9名＝27,000円"
2025/11/11,荷造運賃,"2,530",現金,"2,530",送料　新潟出張荷物　エフスタイル
2025/11/11,消耗品費,"27,400",普通預金(振込など),"27,400",日用品　座布団類　エフスタイル
2025/11/11,接待交際費,"8,100",現金,"8,100",贈答品　kit椹木さんへ食品　新潟加島屋
2025/11/11,旅費交通費,"1,050",現金,"1,050",バス券代　トーカイイオンモール北大路店
2025/11/12,水道光熱費,"1,245",UAセゾンクレジットカード,"1,245","水道代 20%2025年4期9/17〜11/12分28㎥6,225円京都市上下水道局"
2025/11/13,消耗品費,"561",UAセゾンクレジットカード,"561",日用品　ボタン電池　Amazon
2025/11/13,消耗品費,"600",UAセゾンクレジットカード,"600",taxnote(アプリ)Apple
